Bank_Name,Year,Quarter,Capital_Adequacy_Ratio,Non_Performing_Loans_Ratio,Liquidity_Coverage_Ratio,Return_on_Assets,Loan_to_Deposit_Ratio,Net_Interest_Margin,Operational_Efficiency_Ratio,Went_Defunct
National America Bank,2014,3,13.19,0.77,116.75,2.6,58.07,3.74,39.33,No
Central Valley Bancorp,2014,3,13.7,1.63,108.55,1.75,75.45,3.0,61.18,No
Central America Credit,2014,3,14.87,0.82,107.44,1.35,61.01,3.55,55.6,No
First Valley Bank,2014,3,10.91,1.99,134.04,2.95,72.59,1.67,52.97,No
First Coast Financial,2014,3,7.87,7.67,77.27,-0.64,81.48,0.56,76.79,Yes
National State Financial,2014,3,14.13,1.23,124.56,2.15,85.86,2.98,32.45,No
National America Credit,2014,3,13.29,4.14,127.12,1.61,59.18,2.52,70.03,No
Regional America Bancorp,2014,3,11.35,1.34,118.42,1.84,85.68,2.49,61.81,No
Community America Trust,2014,3,12.24,3.21,135.83,2.04,66.85,3.03,49.05,No
First River Bank,2014,3,2.69,11.66,72.46,-2.16,68.99,0.0,87.7,Yes
Regional Mountain Trust,2014,3,10.76,1.55,124.88,1.74,75.47,3.05,49.16,No
Central Valley Trust,2014,3,2.85,4.54,76.03,-1.68,118.08,2.17,86.56,Yes
United Plains Financial,2014,3,8.99,9.16,64.66,-0.8,130.2,0.74,69.61,Yes
United Plains Credit,2014,3,9.73,1.78,109.97,2.84,72.16,3.49,47.01,No
National Plains Credit,2014,3,9.72,0.69,110.92,2.17,75.2,3.3,35.11,No
National America Bank,2014,3,12.0,0.97,124.01,2.24,58.28,3.48,73.39,No
Community Valley Financial,2014,3,7.67,6.51,66.83,-1.21,88.59,1.13,68.62,Yes
Metropolitan River Financial,2014,3,2.22,7.66,70.21,-1.57,80.76,1.14,70.1,Yes
Community River Credit,2014,3,5.72,12.29,76.51,-2.37,80.88,1.08,66.25,Yes
Metropolitan State Trust,2014,3,8.0,2.53,123.21,2.23,72.63,2.97,43.38,No
Community State Financial,2014,3,7.03,11.59,64.99,-2.02,82.97,0.57,82.03,Yes
Community River Trust,2014,3,7.72,2.44,126.44,1.1,60.21,3.04,48.57,No
National River Financial,2014,3,7.04,6.58,82.65,-1.32,85.25,0.47,87.35,Yes
National Valley Bancorp,2014,3,12.06,2.63,126.13,0.99,58.6,2.49,41.84,No
Central Valley Bank,2014,3,11.16,3.0,131.98,1.85,67.49,2.65,50.89,No
Community Coast Financial,2014,3,12.41,2.81,127.98,0.85,68.47,3.69,45.62,No
Regional Mountain Credit,2014,3,14.28,1.69,121.75,1.43,59.01,3.36,58.82,No
National Coast Trust,2014,3,12.05,0.77,120.44,2.63,87.43,2.84,33.4,No
Community Mountain Credit,2014,3,13.68,1.72,129.43,2.14,61.17,3.03,63.08,No
National Coast Bancorp,2014,3,11.7,0.97,104.11,1.61,65.9,3.41,38.79,No
Metropolitan Plains Trust,2014,3,15.11,0.66,143.31,2.86,71.41,2.18,49.45,No
First State Trust,2014,3,11.23,0.73,122.91,1.59,62.85,2.9,44.25,No
First Plains Bancorp,2014,3,16.16,1.46,124.41,2.07,73.53,3.21,58.81,No
Metropolitan Coast Bancorp,2014,3,12.53,2.22,120.58,1.93,60.88,2.97,52.41,No
United America Bank,2014,3,6.8,7.54,67.67,-1.06,91.7,1.16,77.79,Yes
Metropolitan Mountain Trust,2014,3,12.36,3.0,112.91,2.3,70.33,4.01,47.84,No
Metropolitan America Bancorp,2014,3,13.39,2.02,106.12,1.74,78.8,2.78,27.8,No
Community Mountain Trust,2014,3,11.94,0.91,121.32,2.78,77.69,3.77,44.38,No
Community America Financial,2014,3,11.71,0.96,113.16,1.54,56.93,3.68,29.08,No
First Plains Trust,2014,3,14.74,3.25,125.0,1.44,54.18,2.73,56.25,No
Metropolitan Plains Credit,2014,3,12.01,0.96,131.48,2.84,67.73,3.05,34.91,No
Central State Credit,2014,3,11.17,2.51,123.55,1.75,67.26,2.78,47.22,No
Regional Mountain Trust,2014,3,12.85,0.03,119.26,2.17,64.3,2.76,45.5,No
Central River Financial,2014,3,11.04,2.01,121.29,0.95,76.53,2.86,69.33,No
Metropolitan State Credit,2014,3,9.62,1.13,117.97,2.21,50.49,2.59,55.91,No
First River Trust,2014,3,10.1,3.37,115.46,1.55,76.1,3.8,54.16,No
Community America Financial,2014,3,14.52,3.68,110.78,2.47,54.77,3.21,49.29,No
National River Trust,2014,3,14.49,3.17,125.7,2.15,75.08,3.03,49.39,No
First River Financial,2014,4,14.89,3.56,118.58,2.12,70.82,2.19,46.64,No
Metropolitan Plains Bancorp,2014,4,15.2,1.25,141.15,2.59,74.01,3.28,40.83,No
National Valley Trust,2014,4,5.47,11.32,63.85,0.06,79.34,0.4,99.01,Yes
Central Plains Bancorp,2014,4,11.98,1.46,133.63,2.62,79.21,2.72,47.13,No
First Plains Financial,2014,4,12.62,2.69,114.92,2.09,72.67,3.64,57.54,No
National Plains Bank,2014,4,8.99,1.79,110.71,2.28,79.23,3.05,47.32,No
National Mountain Bancorp,2014,4,12.14,2.21,113.6,1.39,49.5,3.63,54.96,No
Community Valley Bank,2014,4,12.73,3.27,107.45,1.13,73.84,3.15,32.69,No
Metropolitan Valley Credit,2014,4,12.72,1.6,111.93,1.83,45.58,2.7,42.96,No
United Valley Financial,2014,4,13.11,1.84,126.39,0.73,61.61,3.28,46.91,No
National Mountain Bancorp,2014,4,13.69,0.2,127.31,1.68,62.64,3.5,61.62,No
Metropolitan State Bank,2014,4,14.07,4.04,132.67,1.6,71.42,2.82,70.29,No
Central Plains Trust,2014,4,8.21,6.43,78.78,-2.23,103.75,0.53,63.11,Yes
Central America Trust,2014,4,13.57,2.91,124.57,1.91,57.34,2.42,40.31,No
Community Coast Bancorp,2014,4,5.53,10.23,80.6,-2.65,89.6,0.64,54.68,Yes
United Mountain Trust,2014,4,7.13,6.26,68.87,0.35,101.32,0.78,85.72,Yes
Community Valley Credit,2014,4,14.12,2.3,126.89,1.93,69.18,3.06,42.47,No
First River Trust,2014,4,10.86,3.38,140.08,2.8,56.77,2.29,38.09,No
Community America Financial,2014,4,6.27,0.0,64.11,0.41,114.74,0.75,75.67,Yes
National State Financial,2014,4,7.13,9.81,64.67,-1.23,91.51,0.33,77.8,Yes
Metropolitan State Financial,2014,4,11.41,0.74,126.46,2.24,76.96,2.62,30.16,No
First Plains Credit,2014,4,6.93,5.01,61.09,-2.26,95.87,1.79,74.95,Yes
National Plains Financial,2014,4,9.82,2.65,121.73,0.94,76.62,4.06,23.99,No
Metropolitan Plains Financial,2014,4,9.53,0.0,119.25,2.5,71.06,3.7,58.31,No
United River Credit,2014,4,15.4,3.16,115.97,2.03,61.31,2.88,50.62,No
Regional Mountain Financial,2014,4,5.83,11.03,66.7,-1.93,86.96,1.33,65.97,Yes
National Valley Financial,2014,4,11.6,3.33,122.93,1.96,69.64,2.49,41.43,No
Central State Financial,2014,4,11.61,2.27,129.48,2.05,83.53,3.8,57.95,No
Regional River Bancorp,2014,4,14.45,1.01,108.51,2.26,56.59,2.85,57.71,No
Metropolitan Plains Credit,2014,4,8.83,6.24,63.5,-0.68,83.9,0.91,79.92,Yes
United America Financial,2014,4,11.94,2.09,111.65,1.64,62.53,2.19,53.42,No
First Plains Bancorp,2014,4,13.79,2.8,117.38,1.59,77.44,3.32,52.17,No
Metropolitan Plains Bancorp,2014,4,9.49,6.92,67.43,-1.4,76.59,1.33,78.95,Yes
Metropolitan Valley Bank,2014,4,13.02,3.84,116.09,0.83,74.81,3.08,42.68,No
Metropolitan Coast Credit,2014,4,6.79,9.36,60.53,-1.3,122.15,0.64,80.67,Yes
United Plains Bancorp,2014,4,6.75,0.52,121.58,2.61,56.38,3.04,46.24,No
Regional America Financial,2014,4,13.91,0.78,124.3,1.67,72.23,3.03,47.48,No
United State Bancorp,2014,4,12.96,2.04,118.67,1.82,70.78,3.11,40.11,No
National Valley Trust,2014,4,11.3,0.94,119.6,1.7,77.71,3.34,40.77,No
Central America Trust,2014,4,6.0,8.92,68.25,-1.73,83.61,1.43,89.03,Yes
United Valley Bancorp,2014,4,11.58,2.77,90.35,2.66,68.43,3.07,46.79,No
Metropolitan Valley Credit,2014,4,14.79,0.94,134.74,2.2,76.23,2.84,36.92,No
United State Credit,2014,4,13.86,2.31,133.62,1.9,65.81,3.69,69.12,No
Regional River Credit,2014,4,6.02,4.74,78.11,-1.25,108.99,0.87,95.64,Yes
Community State Financial,2014,4,10.6,2.48,115.11,1.86,65.88,3.37,59.18,No
United Plains Trust,2014,4,13.12,1.89,121.4,2.45,79.29,1.65,47.28,No
United State Bancorp,2014,4,11.55,2.67,119.33,2.36,59.21,3.13,59.0,No
National River Bank,2014,4,9.05,4.51,131.91,2.0,61.72,2.91,50.84,No
Central Valley Credit,2014,4,12.88,3.5,115.24,2.28,57.08,2.79,53.77,No
Regional Coast Financial,2014,4,13.38,1.25,115.59,2.73,81.62,3.1,27.63,No
First State Bank,2015,1,17.02,1.98,116.87,1.74,73.76,3.19,59.51,No
Metropolitan River Financial,2015,1,10.15,1.69,140.31,2.11,68.27,2.53,55.06,No
United River Credit,2015,1,14.06,2.87,117.41,2.18,86.72,3.54,42.16,No
Metropolitan Mountain Trust,2015,1,6.91,2.3,127.99,1.46,69.91,2.87,51.04,No
Community State Trust,2015,1,10.91,3.29,121.48,1.56,79.17,2.37,62.84,No
National Plains Bancorp,2015,1,13.98,3.39,118.42,1.75,70.84,2.96,43.47,No
Central America Bank,2015,1,10.89,1.63,108.3,2.34,69.48,2.85,38.9,No
National Mountain Bancorp,2015,1,9.68,3.94,113.73,2.31,71.63,1.61,67.92,No
Regional State Bank,2015,1,13.37,1.23,119.72,1.43,88.26,2.55,44.77,No
Central Valley Financial,2015,1,10.54,2.08,133.7,2.89,66.01,3.19,50.82,No
Regional Coast Bank,2015,1,4.04,14.27,83.63,-0.81,123.73,1.61,80.82,Yes
Metropolitan Coast Bancorp,2015,1,6.65,11.54,60.54,0.67,96.62,1.76,79.95,Yes
Community Coast Financial,2015,1,12.68,1.97,114.68,1.86,83.79,1.84,37.61,No
United Coast Bank,2015,1,10.55,0.92,135.1,2.63,75.92,2.68,63.35,No
National State Trust,2015,1,8.82,4.14,113.15,1.87,65.71,2.46,69.25,No
United State Bancorp,2015,1,13.58,3.22,107.76,2.09,75.21,3.14,38.4,No
Regional Valley Financial,2015,1,8.15,7.36,60.45,-2.86,109.1,2.23,69.85,Yes
United State Bank,2015,1,12.34,3.11,107.3,1.76,61.4,3.49,63.26,No
National Plains Bank,2015,1,12.32,1.16,115.57,1.68,60.23,2.95,55.75,No
Metropolitan Valley Credit,2015,1,12.98,1.99,120.57,1.96,57.03,3.08,44.16,No
Regional Coast Bank,2015,1,3.31,8.11,63.88,-0.77,112.71,0.52,80.92,Yes
United America Credit,2015,1,8.38,3.53,106.41,1.74,83.38,2.88,38.03,No
Metropolitan Valley Credit,2015,1,7.43,9.07,63.67,-1.52,93.47,0.9,61.07,Yes
United Coast Credit,2015,1,11.64,3.78,111.04,1.71,58.16,3.31,62.03,No
Regional State Bancorp,2015,1,14.36,0.75,125.0,2.72,75.1,3.24,45.28,No
United Coast Financial,2015,1,12.44,3.24,123.28,1.38,65.44,3.6,53.25,No
Metropolitan Coast Trust,2015,1,12.24,1.45,131.89,2.83,82.63,3.72,46.41,No
National America Bancorp,2015,1,11.0,1.84,120.39,2.72,81.66,3.27,35.69,No
United Mountain Trust,2015,1,2.62,7.72,78.8,-1.08,128.72,0.46,67.92,Yes
Regional State Bank,2015,1,8.01,1.6,110.53,1.08,56.78,2.95,33.6,
Metropolitan Plains Bancorp,2015,1,3.86,2.13,72.07,-0.81,128.75,1.46,94.42,Yes
Central Valley Trust,2015,1,12.58,1.02,121.28,2.3,77.04,2.76,54.89,No
United Valley Credit,2015,1,10.13,0.96,108.84,2.01,58.22,2.79,59.03,No
United Coast Credit,2015,1,3.94,5.49,70.72,-0.75,92.51,1.39,85.9,Yes
Metropolitan America Bancorp,2015,1,8.28,6.76,64.87,-1.68,104.61,0.81,74.31,Yes
First America Financial,2015,1,11.1,1.32,121.99,1.29,73.03,3.34,44.19,No
Regional Plains Trust,2015,1,15.84,2.02,104.39,1.86,70.63,3.22,47.43,No
Metropolitan Valley Bancorp,2015,1,9.98,0.91,113.46,1.72,58.65,2.63,56.59,No
National Coast Trust,2015,1,15.3,2.76,133.06,2.49,78.33,2.83,51.41,No
Regional Mountain Bank,2015,1,11.16,1.78,120.68,2.36,74.23,2.92,50.56,No
United Mountain Bancorp,2015,1,12.87,2.67,104.81,1.46,81.07,2.97,45.76,No
First America Financial,2015,1,11.47,1.74,125.58,1.45,70.25,3.12,53.96,No
First Valley Trust,2015,1,12.45,2.52,114.27,1.53,94.57,2.85,48.16,No
United Mountain Bank,2015,1,13.36,3.6,114.55,1.5,57.58,3.8,39.62,No
First America Bancorp,2015,1,11.94,1.02,105.52,1.85,60.62,2.65,70.06,No
Metropolitan State Bank,2015,1,6.85,9.79,78.25,-1.1,93.4,1.12,81.68,Yes
United America Financial,2015,1,10.86,2.13,112.94,1.91,66.65,2.37,26.49,No
Regional America Trust,2015,1,10.12,3.8,116.9,2.39,48.76,2.5,36.46,No
Metropolitan Plains Bancorp,2015,1,11.6,4.42,124.6,2.85,67.46,3.68,70.73,No
Central America Bancorp,2015,1,11.78,1.46,106.82,1.85,70.82,4.02,37.05,No
Metropolitan Coast Bank,2015,2,12.12,0.19,115.73,2.16,75.13,3.29,53.97,No
United Plains Trust,2015,2,13.16,2.05,109.52,1.07,64.53,2.93,62.54,No
First River Trust,2015,2,5.8,6.41,73.86,-1.27,112.16,1.99,101.91,Yes
National Valley Trust,2015,2,12.19,2.34,135.79,1.93,76.79,2.43,46.89,No
Community America Financial,2015,2,14.31,1.28,118.72,1.21,90.06,3.63,51.88,No
Central River Bancorp,2015,2,13.02,2.4,133.84,1.74,77.32,3.54,62.15,No
Metropolitan Valley Bank,2015,2,7.48,1.4,109.81,2.07,49.84,1.98,71.7,No
Regional Mountain Bank,2015,2,13.24,2.12,123.64,2.07,79.97,2.68,51.87,No
Metropolitan America Credit,2015,2,12.45,0.95,132.77,1.78,80.17,3.06,66.34,No
Central Valley Trust,2015,2,9.92,0.92,110.94,2.07,85.41,3.8,26.9,No
Metropolitan Mountain Credit,2015,2,12.5,0.0,127.95,2.56,69.6,3.04,50.74,No
Community Valley Financial,2015,2,10.43,2.43,117.69,2.47,68.86,2.57,34.64,No
Metropolitan Plains Financial,2015,2,2.27,10.94,65.42,-0.66,126.75,0.72,73.73,Yes
Community Valley Trust,2015,2,11.74,2.03,138.88,2.78,76.21,3.72,48.22,No
National Coast Credit,2015,2,12.6,1.7,107.1,2.6,75.32,3.01,49.98,No
Central River Bancorp,2015,2,8.99,1.02,123.36,1.74,67.82,2.95,43.18,No
First Valley Financial,2015,2,10.06,0.39,118.53,2.31,53.56,2.99,52.81,No
National River Bank,2015,2,10.02,3.42,116.14,1.95,68.39,2.11,60.09,No
Metropolitan State Bancorp,2015,2,10.09,1.76,125.98,2.73,59.2,2.78,63.82,No
Community Valley Bancorp,2015,2,12.93,2.67,109.49,1.81,68.32,2.57,33.25,No
Community Coast Bank,2015,2,10.98,3.35,120.59,2.69,71.79,2.62,62.78,No
Central Coast Bancorp,2015,2,12.42,2.96,109.32,2.52,80.69,3.14,41.93,No
Community America Bank,2015,2,11.91,2.61,122.35,2.3,80.12,2.68,38.45,No
United America Bank,2015,2,5.92,6.01,77.86,-2.07,115.31,1.68,80.0,Yes
National Mountain Bancorp,2015,2,12.12,1.23,114.57,1.8,84.43,2.96,36.78,No
Regional Valley Bancorp,2015,2,12.51,2.83,119.75,2.73,77.78,2.48,44.49,No
National Coast Bank,2015,2,6.45,2.0,73.36,-2.76,115.35,1.45,85.05,Yes
Metropolitan State Trust,2015,2,7.97,3.34,89.73,0.47,74.92,2.85,60.66,
Community Coast Trust,2015,2,14.9,2.77,126.59,1.2,67.15,2.47,48.17,No
First Mountain Financial,2015,2,10.61,1.62,130.61,2.24,80.07,2.2,50.58,No
Central America Credit,2015,2,13.93,3.51,104.52,1.82,80.34,2.9,40.9,No
Metropolitan Coast Bank,2015,2,8.9,1.05,103.11,2.03,78.96,2.37,52.58,No
Regional River Bancorp,2015,2,13.69,2.0,103.89,2.19,69.45,2.92,44.53,No
United America Bancorp,2015,2,12.17,2.51,143.91,2.06,85.11,3.18,49.0,No
Regional River Trust,2015,2,12.3,0.78,123.06,1.0,61.37,3.05,61.94,No
Regional Coast Bancorp,2015,2,14.86,1.76,121.56,2.49,56.71,3.2,41.72,No
Regional State Bancorp,2015,2,5.66,5.62,74.35,-0.45,113.37,1.17,81.72,Yes
Regional Mountain Bank,2015,2,9.71,2.43,86.96,-1.29,108.56,0.84,72.97,Yes
Central America Trust,2015,2,12.97,3.04,124.73,1.73,106.11,3.6,59.33,No
National Valley Trust,2015,2,5.29,5.12,67.2,0.08,85.14,0.47,85.4,Yes
Community State Financial,2015,2,12.64,1.23,109.09,2.72,73.57,2.32,37.06,No
Metropolitan River Credit,2015,2,11.28,2.73,125.95,2.57,55.1,3.11,64.26,No
Central Valley Bancorp,2015,2,8.67,8.08,93.48,-0.39,115.64,1.02,72.19,Yes
Community America Financial,2015,2,10.25,2.18,117.88,1.12,59.74,2.84,57.27,No
United River Financial,2015,2,11.97,1.93,110.13,2.01,83.19,3.08,34.93,No
National Mountain Bancorp,2015,2,9.5,2.59,117.76,1.96,63.87,3.25,46.99,No
Central Valley Bancorp,2015,2,11.63,1.15,129.22,1.89,76.08,2.4,67.34,No
United Valley Financial,2015,2,14.55,0.09,111.98,2.24,56.8,2.93,54.27,No
Regional America Credit,2015,2,11.63,2.54,113.07,0.88,79.82,3.49,75.04,No
United Plains Bank,2015,2,7.59,2.75,100.31,2.88,74.88,2.52,57.8,No
Metropolitan Mountain Financial,2015,3,10.89,2.3,122.06,2.87,88.15,2.7,60.58,No
United America Credit,2015,3,12.71,0.59,113.04,3.17,73.58,3.5,47.88,No
Regional State Bank,2015,3,10.92,2.03,117.34,1.25,59.97,3.35,46.19,No
United Mountain Bancorp,2015,3,6.05,7.7,73.13,0.15,83.52,1.29,87.55,Yes
Central River Bancorp,2015,3,13.97,0.59,122.55,2.86,69.01,3.24,57.8,No
National River Credit,2015,3,9.95,3.83,125.0,2.26,53.38,3.4,55.06,No
Metropolitan Coast Bancorp,2015,3,9.25,6.07,60.12,-1.68,92.43,0.44,92.9,Yes
Regional River Credit,2015,3,14.66,1.8,116.07,1.09,76.96,3.83,43.63,No
National America Bancorp,2015,3,11.77,2.43,137.24,2.1,71.95,3.09,35.75,No
First Plains Bank,2015,3,3.11,4.58,80.13,-1.34,92.06,0.73,78.62,Yes
United State Bancorp,2015,3,15.4,1.85,112.14,2.01,87.55,2.75,38.19,No
Central Valley Bancorp,2015,3,11.0,2.13,126.88,2.5,59.54,2.52,46.77,No
Central State Trust,2015,3,13.37,0.74,113.93,1.7,79.42,3.26,59.04,No
Metropolitan River Trust,2015,3,8.68,6.08,58.13,-2.18,72.43,0.77,76.16,Yes
United America Bancorp,2015,3,13.58,2.02,115.1,1.94,59.61,3.51,42.14,No
United Mountain Financial,2015,3,9.72,2.82,125.74,1.14,78.55,2.63,46.26,No
National Plains Bancorp,2015,3,12.37,2.59,124.45,1.98,65.75,3.21,48.82,No
First River Credit,2015,3,15.61,2.59,110.77,1.76,70.48,3.65,64.11,No
Central America Bank,2015,3,5.21,4.2,59.39,-0.75,134.56,1.27,64.06,Yes
Metropolitan Plains Trust,2015,3,10.55,1.38,111.78,1.81,73.69,3.34,60.92,No
Central State Financial,2015,3,7.05,1.14,59.43,-1.16,102.21,1.43,80.43,Yes
Community State Credit,2015,3,12.1,2.24,117.45,2.04,81.26,2.96,49.7,No
Regional Coast Financial,2015,3,11.93,3.3,108.92,2.89,58.24,2.67,57.45,No
Central Mountain Bank,2015,3,14.06,0.6,109.07,2.14,93.44,3.62,47.52,No
National Coast Financial,2015,3,7.16,2.08,123.62,1.81,61.49,3.08,40.58,No
Regional Mountain Financial,2015,3,15.74,3.52,126.58,2.04,63.4,2.99,66.39,No
First America Credit,2015,3,13.74,2.2,129.24,2.27,73.96,3.49,55.17,No
United River Bancorp,2015,3,7.72,7.48,67.46,-1.55,89.99,0.2,70.88,Yes
First State Trust,2015,3,10.12,1.49,135.62,1.92,72.42,3.14,65.88,No
Metropolitan Mountain Trust,2015,3,4.85,6.33,68.94,0.14,120.16,1.24,92.33,Yes
Community Plains Bancorp,2015,3,12.36,1.83,131.79,2.24,62.64,3.5,47.92,No
National State Financial,2015,3,11.34,2.89,119.11,2.19,76.62,2.61,53.85,No
National Mountain Bank,2015,3,8.7,4.13,74.5,-1.83,115.32,1.51,76.46,Yes
First Coast Bank,2015,3,16.42,3.11,127.07,2.33,79.84,2.5,51.95,No
First Valley Bank,2015,3,12.77,1.6,124.65,2.62,65.78,2.97,41.79,No
First America Credit,2015,3,8.43,2.78,119.74,2.02,60.13,2.91,60.97,No
Regional America Credit,2015,3,12.0,2.03,122.08,1.38,76.25,2.37,40.6,No
Metropolitan America Credit,2015,3,9.9,1.82,116.48,2.0,60.95,3.5,58.34,No
Metropolitan Coast Credit,2015,3,5.65,5.56,64.21,-1.31,79.0,0.52,88.6,Yes
First Valley Bancorp,2015,3,12.6,3.63,117.01,1.82,65.92,2.84,43.4,No
Metropolitan State Financial,2015,3,12.54,2.03,114.9,2.63,88.97,3.58,55.58,No
Regional State Trust,2015,3,13.52,3.86,127.6,1.71,73.92,3.31,40.05,No
National Valley Financial,2015,3,11.43,3.1,101.77,1.37,68.24,3.18,36.42,No
Central State Bank,2015,3,11.75,3.15,120.69,2.47,64.08,2.6,58.49,No
Metropolitan America Credit,2015,3,6.74,3.44,61.99,0.56,86.13,1.47,75.22,Yes
Community Valley Bank,2015,3,11.99,2.29,98.99,1.27,70.86,2.64,59.97,No
Regional State Credit,2015,3,8.79,2.57,106.24,1.82,59.36,3.95,36.61,No
National State Trust,2015,3,5.76,1.82,86.0,-0.6,102.05,1.74,81.47,Yes
Regional America Trust,2015,3,12.44,2.13,125.64,1.75,67.86,3.41,52.77,No
First Coast Credit,2015,3,5.77,2.8,84.98,-1.66,114.81,1.09,67.07,Yes
Metropolitan Plains Bank,2015,4,14.5,2.25,133.35,1.91,77.04,2.12,45.0,No
United Valley Bank,2015,4,9.45,1.63,124.72,1.7,78.64,2.57,58.85,No
National Valley Credit,2015,4,14.62,3.01,116.56,0.94,75.82,2.94,40.22,No
Metropolitan River Financial,2015,4,10.89,3.43,108.63,2.23,72.18,2.82,56.45,No
First Coast Bank,2015,4,15.26,1.7,117.57,2.31,79.18,2.94,46.95,No
United Coast Bancorp,2015,4,7.56,1.22,108.61,2.34,67.56,2.86,49.91,No
Metropolitan Coast Trust,2015,4,4.26,11.66,82.98,0.62,110.25,0.99,96.15,Yes
First Plains Bank,2015,4,10.64,1.13,113.98,2.26,62.38,2.92,33.98,No
National America Trust,2015,4,12.96,0.48,110.68,2.61,81.8,3.19,52.76,No
Metropolitan Mountain Trust,2015,4,10.94,1.23,116.38,1.24,72.52,3.02,40.67,No
Central Coast Credit,2015,4,15.14,2.61,126.92,1.76,69.99,3.31,51.53,No
Central State Bank,2015,4,9.2,6.39,64.95,-0.37,81.03,1.46,66.99,Yes
Metropolitan America Credit,2015,4,13.28,1.35,124.77,2.45,71.53,2.4,41.03,No
Metropolitan Valley Trust,2015,4,10.54,0.1,131.27,2.06,58.64,3.73,42.99,No
Metropolitan America Credit,2015,4,6.5,4.52,49.82,-2.36,93.27,1.45,83.47,Yes
United State Bancorp,2015,4,12.28,0.0,132.7,2.11,68.81,3.57,62.47,No
Community Coast Credit,2015,4,8.31,6.26,59.97,-0.01,79.52,1.97,80.28,Yes
First Coast Bancorp,2015,4,9.88,0.77,107.22,2.07,69.94,2.38,46.44,No
Community State Financial,2015,4,9.26,2.59,119.45,1.81,57.12,2.85,45.85,No
Metropolitan Mountain Bank,2015,4,12.64,2.17,127.92,1.76,51.4,3.5,40.64,No
Central Coast Bancorp,2015,4,9.79,1.96,123.02,1.73,64.61,2.8,64.17,No
Metropolitan State Credit,2015,4,11.99,1.03,110.42,1.87,72.38,3.24,51.24,No
First Coast Financial,2015,4,10.32,1.58,127.34,1.43,65.34,3.3,58.75,No
Regional Mountain Trust,2015,4,11.61,1.59,106.78,2.26,83.19,4.28,53.86,No
Regional Plains Bancorp,2015,4,5.9,4.24,51.21,-0.82,135.26,1.64,91.17,Yes
National Coast Bank,2015,4,12.49,2.36,95.76,2.38,64.21,2.65,46.77,No
Community River Bank,2015,4,5.29,4.85,70.14,-1.56,101.5,0.26,77.86,Yes
Community Coast Bank,2015,4,9.81,1.36,121.43,1.2,61.78,3.28,35.87,No
First State Financial,2015,4,15.56,3.2,115.05,1.61,72.02,2.28,29.98,No
United River Credit,2015,4,11.08,1.87,120.94,1.69,82.74,2.25,38.62,No
United America Trust,2015,4,12.97,0.84,108.0,2.06,59.46,2.93,43.0,No
First Mountain Bank,2015,4,10.28,0.0,121.4,1.38,68.32,2.74,47.93,No
Central Plains Bancorp,2015,4,11.7,2.19,112.72,2.62,51.53,2.89,58.36,No
Community Plains Financial,2015,4,12.95,1.03,111.92,1.5,75.99,2.63,52.55,No
Regional River Bancorp,2015,4,12.53,4.37,123.13,1.59,55.4,2.86,48.81,No
Metropolitan River Bank,2015,4,7.58,1.29,122.97,1.73,79.69,2.22,56.77,No
Community State Credit,2015,4,13.83,2.96,104.34,2.16,63.31,2.3,45.86,No
Central Plains Trust,2015,4,10.19,2.92,125.13,1.42,62.76,2.81,49.28,No
Community Plains Trust,2015,4,8.01,9.07,70.51,-1.26,73.4,1.65,75.53,Yes
National Mountain Bancorp,2015,4,15.11,2.2,140.25,2.3,55.68,2.69,48.31,No
United River Credit,2015,4,4.25,5.87,56.33,-0.99,103.56,0.5,99.4,Yes
Central Mountain Bank,2015,4,12.13,1.18,103.7,2.03,67.4,3.39,48.57,No
Central Coast Credit,2015,4,9.61,3.67,124.36,1.87,71.65,3.24,35.71,No
Metropolitan Plains Trust,2015,4,6.32,5.65,75.07,-1.74,90.93,1.83,92.31,Yes
Metropolitan River Financial,2015,4,5.41,3.16,119.26,1.65,59.93,2.53,43.2,No
National River Bancorp,2015,4,3.75,2.94,59.6,-0.68,100.75,1.28,79.34,Yes
Community Mountain Bancorp,2015,4,3.39,8.48,59.95,-0.35,82.51,0.66,76.39,Yes
Central River Financial,2015,4,7.35,7.53,70.2,0.89,72.45,0.48,69.19,Yes
First Coast Financial,2015,4,8.46,1.28,126.88,1.7,66.67,2.14,42.03,No
Regional Mountain Bancorp,2015,4,11.08,2.64,103.25,1.77,80.87,2.78,28.84,No
Regional River Bancorp,2016,1,14.56,2.73,128.69,1.13,85.12,2.61,44.91,No
United Mountain Financial,2016,1,10.59,2.95,118.2,2.24,70.76,2.95,40.53,No
Central Coast Bancorp,2016,1,15.62,0.54,124.12,2.19,81.54,3.69,48.63,No
Metropolitan Plains Credit,2016,1,13.06,3.76,119.35,1.47,66.16,2.35,53.72,No
First Mountain Bancorp,2016,1,14.13,1.88,103.79,2.51,52.24,2.23,48.22,No
National Valley Financial,2016,1,6.5,8.27,69.34,0.76,100.98,1.52,87.87,Yes
Central Plains Trust,2016,1,9.41,1.83,141.23,1.75,63.25,3.09,45.31,No
United Mountain Financial,2016,1,10.41,1.52,134.32,1.93,56.72,2.24,72.07,No
Regional America Bank,2016,1,11.55,2.43,112.29,2.16,84.59,2.67,54.59,No
Central Valley Bancorp,2016,1,9.19,4.02,122.69,1.79,67.02,2.74,45.41,No
Regional Valley Credit,2016,1,7.11,1.9,118.6,2.24,64.77,2.61,49.92,No
